Player,FGA 2015,FGA 2016,FGA 2017,FGA 2018,FGA 2019,FGA 2020,FG% 2015,FG% 2016,FG% 2017,FG% 2018,FG% 2019,FG% 2020,3P 2015,3P 2016,3P 2017,3P 2018,3P 2019,3P 2020,3PA 2015,3PA 2016,3PA 2017,3PA 2018,3PA 2019,3PA 2020,3P% 2015,3P% 2016,3P% 2017,3P% 2018,3P% 2019,3P% 2020,FTM 2015,FTM 2016,FTM 2017,FTM 2018,FTM 2019,FTM 2020,FTA 2015,FTA 2016,FTA 2017,FTA 2018,FTA 2019,FTA 2020,FT% 2015,FT% 2016,FT% 2017,FT% 2018,FT% 2019,FT% 2020,ORB 2015,ORB 2016,ORB 2017,ORB 2018,ORB 2019,ORB 2020,DRB 2015,DRB 2016,DRB 2017,DRB 2018,DRB 2019,DRB 2020,TRB 2015,TRB 2016,TRB 2017,TRB 2018,TRB 2019,TRB 2020,AST 2015,AST 2016,AST 2017,AST 2018,AST 2019,AST 2020,STL 2015,STL 2016,STL 2017,STL 2018,STL 2019,STL 2020,BLK 2015,BLK 2016,BLK 2017,BLK 2018,BLK 2019,BLK 2020,TOV 2015,TOV 2016,TOV 2017,TOV 2018,TOV 2019,TOV 2020,PF 2015,PF 2016,PF 2017,PF 2018,PF 2019,PF 2020,PTS 2015,PTS 2016,PTS 2017,PTS 2018,PTS 2019,PTS 2020,+/- 2015,+/- 2016,+/- 2017,+/- 2018,+/- 2019,-2020,TS% 2015,TS% 2016,TS% 2017,TS% 2018,TS% 2019,TS% 2020,eFG% 2015,eFG% 2016,eFG% 2017,eFG% 2018,eFG% 2019,eFG% 2020,3PAr 2015,3PAr 2016,3PAr 2017,3PAr 2018,3PAr 2019,3PAr 2020,ORtg 2015,ORtg 2016,ORtg 2017,ORtg 2018,ORtg 2019,ORtg 2020,DRtg 2015,DRtg 2016,DRtg 2017,DRtg 2018,DRtg 2019,DRtg 2020,PG% 2015,PG% 2016,PG% 2017,PG% 2018,PG% 2019,PG% 2020,SG% 2015,SG% 2016,SG% 2017,SG% 2018,SG% 2019,SG% 2020,SF% 2015,SF% 2016,SF% 2017,SF% 2018,SF% 2019,SF% 2020,PF% 2015,PF% 2016,PF% 2017,PF% 2018,PF% 2019,PF% 2020,C% 2015,C% 2016,C% 2017,C% 2018,C% 2019,C% 2020,Sum Seasons
Derrick Williams,6.554054054,7.0625,4.88,2,,,0.419144928,0.429556962,0.490022222,0.25,,,0.662162162,0.55,0.6,0,,,2.108108108,1.875,1.94,1,,,0.289063492,0.245382353,0.278463415,0,,,1.810810811,2.425,1.16,0,,,2.648648649,3.2,1.78,0,,,0.657294118,0.780533333,0.64924,,,,0.554054054,0.5875,0.38,0,,,2.175675676,3.1125,2.22,0.5,,,2.72972973,3.7,2.6,0.5,,,0.675675676,0.9375,0.56,0,,,0.459459459,0.3625,0.28,0,,,0.054054054,0.1125,0.14,0,,,0.756756757,0.7625,0.56,0,,,0.905405405,0.8625,1.2,0,,,8.337837838,9.325,6.08,1,,,-3.5,-2.575,-1.2,-2.5,,,0.505577465,0.530658228,0.586755556,0.25,,,0.470666667,0.468886076,0.560244444,0.25,,,0.332985507,0.271544304,0.405644444,0.5,,,94.98648649,105.1125,96.34,25.5,,,112.4054054,108.275,114.44,120.5,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,4
DeVaughn Akoon-Purcell,,,,,1.428571429,,,,,,0.3666,,,,,,0,,,,,,0.571428571,,,,,,0,,,,,,0.142857143,,,,,,0.285714286,,,,,,0.5,,,,,,0.142857143,,,,,,0.428571429,,,,,,0.571428571,,,,,,0.857142857,,,,,,0.285714286,,,,,,0,,,,,,0.285714286,,,,,,0.571428571,,,,,,1,,,,,,0.142857143,,,,,,0.4014,,,,,,0.3666,,,,,,0.3334,,,,,,106.5714286,,,,,,96.85714286,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Devin Booker,,11.40789474,18.34615385,19.51851852,19.609375,18.32857143,,0.421054054,0.418320513,0.42362963,0.4625625,0.4833,,1.302631579,1.884615385,2.722222222,2.109375,2.014285714,,3.802631579,5.192307692,7.111111111,6.46875,5.685714286,,0.367461538,0.338012987,0.359685185,0.30315625,0.339173913,,2.828947368,4.705128205,5.351851852,6.140625,6.685714286,,3.368421053,5.653846154,6.092592593,7.09375,7.271428571,,0.809153846,0.830986842,0.885826923,0.868491803,0.904257143,,0.355263158,0.58974359,0.481481481,0.609375,0.414285714,,2.105263158,2.602564103,4.037037037,3.53125,3.828571429,,2.460526316,3.192307692,4.518518519,4.140625,4.242857143,,2.631578947,3.435897436,4.685185185,6.765625,6.514285714,,0.578947368,0.923076923,0.87037037,0.875,0.7,,0.263157895,0.269230769,0.259259259,0.203125,0.257142857,,2.105263158,3.08974359,3.592592593,4.125,3.771428571,,2.960526316,3.102564103,3.111111111,3.125,3.042857143,,13.78947368,22.12820513,24.92592593,26.5625,26.61428571,,-4.934210526,-2.897435897,-6.703703704,-5.1875,1.857142857,,0.533094595,0.523346154,0.554111111,0.576046875,0.612557143,,0.4855,0.468769231,0.491481481,0.51371875,0.538857143,,0.325351351,0.289935897,0.366981481,0.3261875,0.318357143,,104.7105263,101.525641,104.1296296,109.0625,114.9142857,,113.7236842,116.2307692,115.2592593,119.21875,115.2285714,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
Devin Harris,6.894736842,5.84375,5.246153846,6.394366197,5.102941176,,0.390960526,0.471225806,0.378015625,0.415774648,0.355529412,,1.25,0.8125,0.892307692,1.112676056,0.911764706,,3.5,2.46875,2.723076923,3.197183099,2.941176471,,0.324527778,0.337482143,0.29555,0.293898551,0.262617647,,1.736842105,1.578125,1.646153846,2,1.5,,2.131578947,2.1875,1.984615385,2.394366197,1.970588235,,0.821207547,0.737,0.815853659,0.836472727,0.747159091,,0.171052632,0.28125,0.169230769,0.169014085,0.176470588,,1.605263158,1.875,1.784615385,1.61971831,1.470588235,,1.776315789,2.15625,1.953846154,1.788732394,1.647058824,,3.118421053,1.84375,2.092307692,2.14084507,1.794117647,,1.026315789,0.9375,0.661538462,0.661971831,0.514705882,,0.184210526,0.203125,0.107692308,0.169014085,0.235294118,,1.118421053,1.03125,0.876923077,1.070422535,0.823529412,,1.934210526,1.9375,1.553846154,2.225352113,1.955882353,,8.75,7.609375,6.723076923,8.38028169,6.294117647,,1.197368421,-1.359375,0.6,1.422535211,-1.426470588,,0.523657895,0.58033871,0.524234375,0.559267606,0.501117647,,0.478907895,0.547580645,0.461921875,0.495126761,0.441323529,,0.512486842,0.411306452,0.5246875,0.487605634,0.594852941,,108.8815789,109.234375,103.7538462,107.1971831,102.0882353,,108.6578947,106.890625,110.4153846,112.8873239,112.8970588,,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Devin Robinson,,,,3,4.571428571,,,,,0.333,0.625571429,,,,,0,0,,,,,0,0.285714286,,,,,,0,,,,,0,1.285714286,,,,,0,2,,,,,,0.6,,,,,2,0.857142857,,,,,3,2,,,,,5,2.857142857,,,,,0,0.857142857,,,,,1,0.571428571,,,,,0,0.857142857,,,,,0,0.285714286,,,,,2,1.571428571,,,,,2,6.714285714,,,,,10,-1.285714286,,,,,0.333,0.620857143,,,,,0.333,0.625571429,,,,,0,0.034714286,,,,,100,133.2857143,,,,,97,115,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Devon Hall,,,,,,2.727272727,,,,,,0.197875,,,,,,0.363636364,,,,,,1.545454545,,,,,,0.15,,,,,,0.363636364,,,,,,0.727272727,,,,,,0.5,,,,,,0.181818182,,,,,,0.454545455,,,,,,0.636363636,,,,,,1.181818182,,,,,,0.363636364,,,,,,0.090909091,,,,,,0.454545455,,,,,,0.545454545,,,,,,1.818181818,,,,,,0.818181818,,,,,,0.26575,,,,,,0.229125,,,,,,0.427125,,,,,,75.81818182,,,,,,114.9090909,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Devontae Cacok,,,,,,6,,,,,,0.5,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,2,,,,,,3,,,,,,5,,,,,,1,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,6,,,,,,5,,,,,,0.5,,,,,,0.5,,,,,,0,,,,,,125,,,,,,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Devonte' Graham,,,,,4.695652174,15.28571429,,,,,0.342428571,0.374746032,,,,,0.739130435,3.46031746,,,,,2.630434783,9.285714286,,,,,0.262475,0.350619048,,,,,0.760869565,3.031746032,,,,,1,3.698412698,,,,,0.815736842,0.82978,,,,,0.217391304,0.666666667,,,,,1.152173913,2.698412698,,,,,1.369565217,3.365079365,,,,,2.630434783,7.476190476,,,,,0.5,0.984126984,,,,,0.043478261,0.238095238,,,,,0.652173913,2.873015873,,,,,1.043478261,1.825396825,,,,,4.717391304,18.17460317,,,,,-2.173913043,-2.936507937,,,,,0.447904762,0.529396825,,,,,0.418833333,0.486904762,,,,,0.584880952,0.617,,,,,97.39130435,107.4444444,,,,,118.7826087,116.6825397,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Devyn Marble,2.75,2.535714286,,,,,0.289384615,0.290238095,,,,,0.25,0.285714286,,,,,1.375,1.142857143,,,,,0.194444444,0.183285714,,,,,0.3125,0.357142857,,,,,1,0.857142857,,,,,0.3,0.388888889,,,,,0.3125,0.214285714,,,,,1.625,1.142857143,,,,,1.9375,1.357142857,,,,,1.0625,0.428571429,,,,,0.5625,0.464285714,,,,,0.125,0.035714286,,,,,0.5625,0.25,,,,,0.875,0.892857143,,,,,2.3125,2.142857143,,,,,-1,-0.428571429,,,,,0.290153846,0.311666667,,,,,0.333307692,0.322285714,,,,,0.428538462,0.397857143,,,,,54.25,50.64285714,,,,,110.0625,109.2142857,,,,,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Dewan Hernandez,,,,,,2.333333333,,,,,,0.375,,,,,,0.166666667,,,,,,0.333333333,,,,,,0.5,,,,,,0.5,,,,,,0.833333333,,,,,,0.6665,,,,,,0.833333333,,,,,,1.5,,,,,,2.333333333,,,,,,0.5,,,,,,0.166666667,,,,,,0,,,,,,0.5,,,,,,1,,,,,,2.333333333,,,,,,1.833333333,,,,,,0.44625,,,,,,0.4165,,,,,,0.20825,,,,,,61.5,,,,,,105.8333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Dewayne Dedmon,2.745762712,3.051724138,3.407894737,7.693548387,8.21875,5.795454545,0.541589286,0.55093617,0.611085714,0.5375,0.499953125,0.403119048,0,0,0,0.806451613,1.296875,0.5,0.016949153,0,0,2.274193548,3.390625,2.431818182,0,,,0.389368421,0.357709677,0.168459459,0.576271186,0.982758621,0.855263158,1.080645161,1.4375,0.681818182,1.084745763,1.310344828,1.223684211,1.387096774,1.765625,0.818181818,0.586538462,0.75136,0.672222222,0.73146875,0.82852381,0.8,2,1.155172414,1.697368421,1.612903226,1.640625,1.363636364,3,2.775862069,4.828947368,6.274193548,5.859375,4.295454545,5,3.931034483,6.526315789,7.887096774,7.5,5.659090909,0.152542373,0.224137931,0.578947368,1.451612903,1.40625,0.5,0.271186441,0.379310345,0.486842105,0.64516129,1.078125,0.568181818,0.847457627,0.793103448,0.802631579,0.822580645,1.109375,0.931818182,0.86440678,0.551724138,0.802631579,1.387096774,1.3125,1.295454545,2.389830508,1.879310345,2.368421053,2.612903226,3.34375,3.022727273,3.661016949,4.396551724,5.092105263,9.951612903,10.828125,5.818181818,-0.254237288,-0.620689655,2.513157895,-2.564516129,-2.703125,-0.636363636,0.540035088,0.605897959,0.633986111,0.614822581,0.5979375,0.478571429,0.541589286,0.55093617,0.611085714,0.596774194,0.577296875,0.439380952,0.002982143,0,0,0.313,0.40946875,0.410214286,99.66101695,107.1034483,120.7894737,113.0645161,114.296875,85.18181818,103.1864407,104.6206897,99.22368421,107.5806452,109.453125,108.3181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,6
Deyonta Davis,,,1.305555556,4.274193548,2.444444444,,,,0.441272727,0.606237288,0.675,,,,0,0,0,,,,0,0,0.111111111,,,,,,0,,,,0.277777778,0.612903226,0.666666667,,,,0.5,0.919354839,1.111111111,,,,0.511111111,0.643954545,0.6,,,,0.555555556,1.209677419,1.111111111,,,,1.111111111,2.822580645,2.888888889,,,,1.666666667,4.032258065,4,,,,0.055555556,0.64516129,0.555555556,,,,0.083333333,0.241935484,0.333333333,,,,0.472222222,0.629032258,0.555555556,,,,0.222222222,0.516129032,0.333333333,,,,1.111111111,2.016129032,1.333333333,,,,1.611111111,5.806451613,4,,,,-1.166666667,-2.483870968,-2.444444444,,,,0.463826087,0.609288136,0.741,,,,0.441272727,0.606237288,0.675,,,,0,0,0.027833333,,,,67.44444444,116.9193548,144.6666667,,,,105.6388889,111.2741935,119.7777778,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,3
Diamond Stone,,,1.857142857,,,,,,0.1666,,,,,,0,,,,,,0,,,,,,,,,,,,0.571428571,,,,,,0.571428571,,,,,,1,,,,,,0.142857143,,,,,,0.714285714,,,,,,0.857142857,,,,,,0,,,,,,0,,,,,,0.142857143,,,,,,0.285714286,,,,,,0.714285714,,,,,,1.428571429,,,,,,-3.857142857,,,,,,0.226,,,,,,0.1666,,,,,,0,,,,,,35.71428571,,,,,,97.57142857,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Dillon Brooks,,,,9.414634146,6.777777778,14.67567568,,,,0.434865854,0.334888889,0.386148649,,,,1.146341463,0.833333333,2.040540541,,,,3.219512195,2.222222222,5.621621622,,,,0.311289474,0.306666667,0.347351351,,,,1.512195122,1.222222222,2.243243243,,,,2.024390244,1.666666667,2.783783784,,,,0.715403846,0.666666667,0.784762712,,,,0.597560976,0.5,0.932432432,,,,2.536585366,1.222222222,2.378378378,,,,3.134146341,1.722222222,3.310810811,,,,1.646341463,0.888888889,2.054054054,,,,0.890243902,0.555555556,0.864864865,,,,0.207317073,0.222222222,0.364864865,,,,1.512195122,1.055555556,1.675675676,,,,2.841463415,2.777777778,3.797297297,,,,10.95121951,7.5,16.22972973,,,,-2.93902439,-0.888888889,-0.702702703,,,,0.516317073,0.434111111,0.491094595,,,,0.494402439,0.379111111,0.452648649,,,,0.347341463,0.282277778,0.389662162,,,,97.32926829,85.22222222,97.87837838,,,,114.1341463,110.3333333,113.7972973,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3
Dion Waiters,11.825,9.051282051,14.41304348,13.66666667,10.86363636,9.9,0.3758,0.39224359,0.420804348,0.4055,0.388840909,0.4054,0.9125,1.102564103,1.847826087,1.733333333,2.477272727,1.5,3.075,3.076923077,4.673913043,5.666666667,6.568181818,4.7,0.277347222,0.323205479,0.348840909,0.285206897,0.358613636,0.2944,1.4625,1.435897436,1.782608696,1.7,0.5,1.4,2.15,2.012820513,2.760869565,2.3,1,1.7,0.700157895,0.692909091,0.662314286,0.8025,0.496047619,0.685714286,0.5125,0.461538462,0.391304348,0.266666667,0.159090909,0.2,1.8875,2.128205128,2.934782609,2.3,2.477272727,2.2,2.4,2.58974359,3.326086957,2.566666667,2.636363636,2.4,2.0375,1.974358974,4.347826087,3.766666667,2.75,2,1.125,1.038461538,0.913043478,0.766666667,0.659090909,0.4,0.2625,0.192307692,0.434782609,0.3,0.204545455,0.6,1.4125,1.538461538,2.239130435,2.333333333,1.454545455,1.6,1.9375,1.833333333,2.065217391,2.033333333,1.636363636,2.1,11.75,9.769230769,15.84782609,14.3,11.97727273,11.1,0.7125,2.782051282,1.804347826,-2.833333333,-0.863636364,2.9,0.4372,0.474076923,0.500782609,0.489833333,0.499295455,0.5223,0.41015,0.449051282,0.481586957,0.465866667,0.498795455,0.4827,0.2484875,0.330461538,0.3135,0.406066667,0.598409091,0.4798,90.825,96.74358974,98.15217391,92.56666667,97.18181818,100.3,109.65,109.0641026,108.5,110.4333333,112.2272727,113.2,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Dirk Nowitzki,13.79220779,14.82666667,12.55555556,9.844155844,7.37254902,,0.468272727,0.45352,0.438962963,0.454038961,0.3592,,1.350649351,1.68,1.462962963,1.792207792,1.254901961,,3.558441558,4.56,3.87037037,4.376623377,4.019607843,,0.385416667,0.370082192,0.366627451,0.389328947,0.30416,,3.311688312,3.333333333,1.814814815,1.25974026,0.764705882,,3.753246753,3.733333333,2.074074074,1.402597403,0.980392157,,0.862358209,0.879967213,0.901805556,0.880755556,0.820857143,,0.571428571,0.693333333,0.425925926,0.285714286,0.098039216,,5.363636364,5.826666667,6.111111111,5.402597403,3,,5.935064935,6.52,6.537037037,5.688311688,3.098039216,,1.857142857,1.76,1.518518519,1.558441558,0.68627451,,0.506493506,0.693333333,0.555555556,0.558441558,0.176470588,,0.428571429,0.693333333,0.703703704,0.584415584,0.352941176,,1.064935065,1.12,0.944444444,0.662337662,0.352941176,,2.077922078,2.146666667,2.092592593,1.896103896,1.490196078,,17.31168831,18.29333333,14.24074074,12.03896104,7.31372549,,3,3.293333333,-0.222222222,-0.688311688,-1.274509804,,0.569493506,0.559586667,0.530333333,0.574428571,0.47318,,0.518376623,0.51064,0.49687037,0.544818182,0.45434,,0.252831169,0.30436,0.303685185,0.447142857,0.58062,,114.3246753,110.5866667,101.7962963,110.7532468,90.49019608,,107.6623377,106.2133333,107.7592593,108.0909091,113.7843137,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,5
Domantas Sabonis,,,5.938271605,8.932432432,9.459459459,13.67741935,,,0.392777778,0.513148649,0.595675676,0.543483871,,,0.62962963,0.175675676,0.121621622,0.274193548,,,1.962962963,0.5,0.22972973,1.080645161,,,0.331217391,0.37037037,0.533333333,0.226487179,,,0.543209877,2.27027027,2.810810811,3.451612903,,,0.827160494,3.027027027,3.932432432,4.774193548,,,0.5705,0.746271186,0.728893939,0.7325,,,0.567901235,2.22972973,2.513513514,3.048387097,,,2.987654321,5.5,6.810810811,9.387096774,,,3.555555556,7.72972973,9.324324324,12.43548387,,,1.012345679,2.040540541,2.864864865,5,,,0.481481481,0.540540541,0.648648649,0.758064516,,,0.395061728,0.432432432,0.405405405,0.483870968,,,1.024691358,1.851351351,2.162162162,2.741935484,,,2.469135802,2.972972973,3.22972973,3.14516129,,,5.913580247,11.63513514,14.09459459,18.5,,,0.197530864,0.418918919,2.648648649,2.629032258,,,0.459271605,0.562554054,0.635013514,0.588564516,,,0.448333333,0.523554054,0.603472973,0.553790323,,,0.336259259,0.057459459,0.026148649,0.078112903,,,93.01234568,109.3378378,117.527027,115.4193548,,,109.2716049,107.0675676,103.7567568,106.9032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,4
Donald Sloan,6.698113208,5.737704918,,,,,0.373638298,0.431473684,,,,,0.773584906,0.62295082,,,,,2.471698113,1.62295082,,,,,0.270317073,0.340536585,,,,,1.132075472,1.278688525,,,,,1.452830189,1.704918033,,,,,0.802576923,0.792857143,,,,,0.226415094,0.278688525,,,,,2.471698113,2.557377049,,,,,2.698113208,2.836065574,,,,,3.58490566,4.393442623,,,,,0.433962264,0.524590164,,,,,0,0.06557377,,,,,1.226415094,1.31147541,,,,,0.886792453,1.196721311,,,,,7.377358491,6.950819672,,,,,-1.566037736,-2.049180328,,,,,0.453021277,0.512931034,,,,,0.422808511,0.477754386,,,,,0.382957447,0.245807018,,,,,97.90566038,103.9180328,,,,,106.3396226,115.7213115,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Donatas Motiejunas,9.85915493,5.540540541,4.058823529,,2,,0.482114286,0.421222222,0.357633333,,0.75,,0.690140845,0.432432432,0.323529412,,0,,1.873239437,1.540540541,1.382352941,,0,,0.32295082,0.26509375,0.216,,,,1.408450704,0.918918919,0.735294118,,0,,2.338028169,1.432432432,1.441176471,,0.666666667,,0.604358491,0.701941176,0.495388889,,0,,1.929577465,1,0.764705882,,0.666666667,,4,1.945945946,2.205882353,,0.333333333,,5.929577465,2.945945946,2.970588235,,1,,1.830985915,1.108108108,0.941176471,,0.333333333,,0.788732394,0.459459459,0.529411765,,0,,0.478873239,0.135135135,0.323529412,,0.333333333,,1.732394366,1.189189189,0.911764706,,1,,2.85915493,1.864864865,1.617647059,,2,,12.04225352,6.216216216,4.411764706,,2,,1.394366197,1.243243243,-3.558823529,,-5.333333333,,0.538169014,0.473305556,0.41016129,,0.594,,0.514357143,0.454,0.394966667,,0.75,,0.191328571,0.28525,0.362633333,,0,,104.2535211,89.64864865,76.35294118,,77.66666667,,105.2676056,110.8378378,106.9411765,,103.6666667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,4
Donovan Mitchell,,,,17.24050633,19.87012987,19.48571429,,,,0.428924051,0.431649351,0.448928571,,,,2.367088608,2.441558442,2.5,,,,6.962025316,6.74025974,6.871428571,,,,0.319392405,0.357090909,0.355385714,,,,3.025316456,4.142857143,4,,,,3.759493671,5.142857143,4.628571429,,,,0.780238806,0.810885714,0.868671875,,,,0.658227848,0.766233766,0.771428571,,,,3.088607595,3.337662338,3.7,,,,3.746835443,4.103896104,4.471428571,,,,3.683544304,4.181818182,4.214285714,,,,1.493670886,1.376623377,1,,,,0.341772152,0.402597403,0.214285714,,,,2.721518987,2.831168831,2.757142857,,,,2.696202532,2.701298701,2.5,,,,20.4556962,23.75324675,23.95714286,,,,4.544303797,4.753246753,1.657142857,,,,0.529341772,0.534675325,0.559,,,,0.497189873,0.493480519,0.516771429,,,,0.40535443,0.341454545,0.361757143,,,,101.1898734,104.1688312,110.2714286,,,,105.3417722,106.7142857,111.2571429,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Donta Hall,,,,,,2.444444444,,,,,,0.619,,,,,,0,,,,,,0,,,,,,,,,,,,1,,,,,,2,,,,,,0.485714286,,,,,,1.555555556,,,,,,2.666666667,,,,,,4.222222222,,,,,,0.444444444,,,,,,0.333333333,,,,,,0.666666667,,,,,,0.555555556,,,,,,2.555555556,,,,,,4.333333333,,,,,,-3.888888889,,,,,,0.528555556,,,,,,0.619,,,,,,0,,,,,,111.4444444,,,,,,116.1111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
Donte DiVincenzo,,,,,4.592592593,7.727272727,,,,,0.3916,0.438338462,,,,,0.814814815,1.257575758,,,,,3.074074074,3.742424242,,,,,0.26996,0.284609375,,,,,0.333333333,0.954545455,,,,,0.444444444,1.303030303,,,,,0.708333333,0.703441176,,,,,0.592592593,1,,,,,1.814814815,3.818181818,,,,,2.407407407,4.818181818,,,,,1.148148148,2.333333333,,,,,0.481481481,1.287878788,,,,,0.222222222,0.303030303,,,,,0.703703704,1.363636364,,,,,1.407407407,1.712121212,,,,,4.851851852,9.242424242,,,,,3.962962963,6.196969697,,,,,0.50812,0.533261538,,,,,0.49612,0.511661538,,,,,0.70892,0.487276923,,,,,102.5185185,105.1818182,,,,,107.5185185,101.1363636,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Donte Grantham,,,,,0.666666667,,,,,,0,,,,,,0,,,,,,0.666666667,,,,,,0,,,,,,0,,,,,,0,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,,,,,-0.666666667,,,,,,0,,,,,,0,,,,,,1,,,,,,0,,,,,,109.6666667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
Dorell Wright,3.958333333,,,,,,0.343711111,,,,,,0.854166667,,,,,,2.25,,,,,,0.329642857,,,,,,0.708333333,,,,,,0.875,,,,,,0.839235294,,,,,,0.291666667,,,,,,2.020833333,,,,,,2.3125,,,,,,0.854166667,,,,,,0.416666667,,,,,,0.229166667,,,,,,0.375,,,,,,1.145833333,,,,,,4.5625,,,,,,1.604166667,,,,,,0.495155556,,,,,,0.4438,,,,,,0.634733333,,,,,,101.4791667,,,,,,103.4166667,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2
Dorian Finney-Smith,,,4.111111111,5.761904762,6.518518519,7.352112676,,,0.37577027,0.342315789,0.43195,0.454056338,,,0.691358025,0.952380952,0.975308642,1.605633803,,,2.358024691,3.19047619,3.135802469,4.267605634,,,0.274366197,0.252210526,0.3146875,0.372371429,,,0.567901235,0.523809524,0.901234568,1.098591549,,,0.75308642,0.714285714,1.271604938,1.521126761,,,0.760416667,0.75,0.689829268,0.702641026,,,0.679012346,1.047619048,1.703703704,2.042253521,,,2.061728395,2.523809524,3.098765432,3.661971831,,,2.740740741,3.571428571,4.802469136,5.704225352,,,0.827160494,1.238095238,1.172839506,1.605633803,,,0.641975309,0.476190476,0.851851852,0.633802817,,,0.308641975,0.19047619,0.444444444,0.549295775,,,0.555555556,1,0.913580247,0.971830986,,,1.543209877,2.047619048,2.296296296,2.507042254,,,4.320987654,5.857142857,7.50617284,9.549295775,,,-1.481481481,-1.142857143,-1.086419753,3.887323944,,,0.497175676,0.439368421,0.5383875,0.584859155,,,0.462621622,0.418526316,0.5143375,0.562887324,,,0.596635135,0.626421053,0.508425,0.59828169,,,93.37037037,92.57142857,107.2222222,120.5211268,,,110.1975309,113,110.691358,114.5352113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,4
